D_IPERE;M_NUMERO;M_DEBUT;M_FEXP;M_AUTO;M_PERS;M_DOMRMR;M_DOMSDR;M_DOMSR;M_DOMSM;M_DOMXCOOR;M_DOMYCOOR;P_RANG;P_DEBUT;P_FEXP;P_SEXE;P_GRAGE;P_STATUT;P_PERMIS;P_DEPLAC;D_HREDE;D_GRHRE;D_MOTIF;D_MODE;D_MODE1;D_MODE2;D_MODE3;D_MODE4;D_MODE5;D_MODE6;D_MODE7;D_MODE8;D_MODE9;D_ORIRMR;D_ORISDR;D_ORISR;D_ORISM;D_ORIXCOOR;D_ORIYCOOR;D_DESRMR;D_DESSDR;D_DESSR;D_DESSM;D_DESTXCOOR;D_DESTYCOOR
4911;1111761;1;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;1;1;28.35;1;7;1;1;1;600;2;1;AC;1;;;;;;;;;462;2466023;4620274.00;108;293500;5048500;462;2466023;4620147.00;106;299500;5043500
4912;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;1;;28.35;1;7;1;1;2;1600;5;10;AC;1;;;;;;;;;462;2466023;4620147.00;106;299500;5043500;462;2466023;4620270.00;108;292500;5045500
4913;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;1;;28.35;1;7;1;1;3;1630;5;11;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620274.00;108;293500;5048500
4914;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;2;1;25.3;2;7;1;1;1;900;3;9;AC;1;;;;;;;;;462;2466023;4620274.00;108;293500;5048500;462;2466023;4620270.00;108;292500;5045500
4915;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;2;;25.3;2;7;1;1;2;915;3;1;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620277.00;108;292500;5047500
4916;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;2;;25.3;2;7;1;1;3;1600;5;10;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620273.00;108;293500;5047500
4917;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;2;;25.3;2;7;1;1;4;1610;5;11;AC;1;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620274.00;108;293500;5048500
4918;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;3;1;25.01;1;2;3;5;1;740;2;4;MV;14;;;;;;;;;462;2466023;4620274.00;108;293500;5048500;462;2466023;4620273.00;108;293500;5047500
4919;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;3;;25.01;1;2;3;5;2;1610;5;11;AP;2;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620274.00;108;293500;5048500
4920;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;4;1;25.01;1;2;3;5;1;740;2;4;MV;14;;;;;;;;;462;2466023;4620274.00;108;293500;5048500;462;2466023;4620273.00;108;293500;5047500
4921;1111761;;24.05;2;5;462;2466023;4620274.00;108;293500;5048500;4;;25.01;1;2;3;5;2;1610;5;11;AP;2;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620274.00;108;293500;5048500
4922;1111851;1;38.06;1;1;462;2466023;4620281.00;108;290500;5045500;1;1;40.7;2;10;1;1;1;1600;5;11;AC;1;;;;;;;;;0;0;;999;0500;0500;462;2466023;4620281.00;108;290500;5045500
4923;1111893;1;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;1;1;14.27;2;4;3;1;1;1700;5;5;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620277.00;108;292500;5047500
4924;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;1;;14.27;2;4;3;1;2;1730;5;11;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620273.00;108;293500;5047500
4925;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;1;;14.27;2;4;3;1;3;2030;6;5;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620277.00;108;292500;5047500
4926;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;1;;14.27;2;4;3;1;4;2040;6;11;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620273.00;108;293500;5047500
4927;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;2;1;15.81;2;10;1;1;1;800;2;1;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620273.00;108;293500;5048500
4928;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;2;;15.81;2;10;1;1;2;1145;3;11;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5048500;462;2466023;4620273.00;108;293500;5047500
4929;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;2;;15.81;2;10;1;1;3;1300;4;1;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620273.00;108;293500;5048500
4930;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;2;;15.81;2;10;1;1;4;1615;5;11;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5048500;462;2466023;4620273.00;108;293500;5047500
4931;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;2;;15.81;2;10;1;1;5;2000;6;6;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620273.00;108;293500;5047500
4932;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;2;;15.81;2;10;1;1;6;2100;6;11;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620273.00;108;293500;5047500
4933;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;3;1;15.66;1;12;1;1;1;900;3;5;AC;1;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620272.00;108;293500;5046500
4934;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;3;;15.66;1;12;1;1;2;945;3;11;AC;1;;;;;;;;;462;2466023;4620272.00;108;293500;5046500;462;2466023;4620273.00;108;293500;5047500
4935;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;3;;15.66;1;12;1;1;3;1400;4;5;AC;1;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620277.00;108;292500;5047500
4936;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;3;;15.66;1;12;1;1;4;1500;4;7;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620277.00;108;292500;5047500
4937;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;3;;15.66;1;12;1;1;5;1615;5;11;AC;1;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620273.00;108;293500;5047500
4938;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;3;;15.66;1;12;1;1;6;2000;6;6;AC;1;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620264.02;108;294500;5045500
4939;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;3;;15.66;1;12;1;1;7;2100;6;11;AC;1;;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2466023;4620273.00;108;293500;5047500
4940;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;4;1;14.27;2;4;3;5;1;745;2;4;TC;3;3;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620278.00;108;291500;5046500
4941;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;4;;14.27;2;4;3;5;2;1600;5;7;TC;4;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620228.00;107;294500;5044500
4942;1111893;;14.78;1;4;462;2466023;4620273.00;108;293500;5047500;4;;14.27;2;4;3;5;3;2030;6;11;TC;4;;;;;;;;;462;2466023;4620228.00;107;294500;5044500;462;2466023;4620273.00;108;293500;5047500
4943;1111915;1;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;1;1;24.43;1;10;2;1;1;700;2;9;AC;1;;;;;;;;;462;2466023;4620283.02;108;289500;5044500;462;2466023;4620264.02;108;294500;5045500
4944;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;1;;24.43;1;10;2;1;2;716;2;9;AC;1;;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2466023;4620619.00;118;293500;5050500
4945;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;1;;24.43;1;10;2;1;3;740;2;11;AC;1;;;;;;;;;462;2466023;4620619.00;118;293500;5050500;462;2466023;4620283.02;108;289500;5044500
4946;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;1;;24.43;1;10;2;1;4;1400;4;10;AC;1;;;;;;;;;462;2466023;4620283.02;108;289500;5044500;462;2466023;4620619.00;118;293500;5050500
4947;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;1;;24.43;1;10;2;1;5;1435;4;10;AC;1;;;;;;;;;462;2466023;4620619.00;118;293500;5050500;462;2466023;4620264.02;108;294500;5045500
4948;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;1;;24.43;1;10;2;1;6;1441;4;11;AC;1;;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2466023;4620283.02;108;289500;5044500
4949;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;2;1;25.47;1;11;1;1;1;900;3;1;AC;1;;;;;;;;;462;2466023;4620283.02;108;289500;5044500;462;2466023;4620395.01;129;289500;5035500
4950;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;2;;25.47;1;11;1;1;2;1800;5;11;AC;1;;;;;;;;;462;2466023;4620395.01;129;289500;5035500;462;2466023;4620283.02;108;289500;5044500
4951;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;4;1;26.07;1;4;3;1;1;700;2;4;AP;2;;;;;;;;;462;2466023;4620283.02;108;289500;5044500;462;2466023;4620264.02;108;294500;5045500
4952;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;4;;26.07;1;4;3;1;2;1441;4;11;AP;2;;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2466023;4620283.02;108;289500;5044500
4953;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;5;1;25.94;2;3;3;5;1;700;2;9;AP;2;;;;;;;;;462;2466023;4620283.02;108;289500;5044500;462;2466023;4620264.02;108;294500;5045500
4954;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;5;;25.94;2;3;3;5;2;716;2;4;AP;2;;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2466023;4620619.00;118;293500;5050500
4955;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;5;;25.94;2;3;3;5;3;1435;4;10;AP;2;;;;;;;;;462;2466023;4620619.00;118;293500;5050500;462;2466023;4620264.02;108;294500;5045500
4956;1111915;;25.4;2;5;462;2466023;4620283.02;108;289500;5044500;5;;25.94;2;3;3;5;4;1441;4;11;AP;2;;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2466023;4620283.02;108;289500;5044500
4957;1112005;1;24.76;2;3;462;2466023;4620282.00;108;289500;5044500;1;1;25.35;2;8;1;1;1;700;2;9;AC;1;;;;;;;;;462;2466023;4620282.00;108;289500;5044500;462;2466023;4620285.00;108;288500;5043500
4958;1112005;;24.76;2;3;462;2466023;4620282.00;108;289500;5044500;1;;25.35;2;8;1;1;2;1630;5;11;AC;1;;;;;;;;;462;2466023;4620285.00;108;288500;5043500;462;2466023;4620282.00;108;289500;5044500
4959;1112005;;24.76;2;3;462;2466023;4620282.00;108;289500;5044500;2;1;23.81;1;10;1;1;1;600;2;1;AC;1;;;;;;;;;462;2466023;4620282.00;108;289500;5044500;462;2466023;4620415.05;119;284500;5038500
4960;1112005;;24.76;2;3;462;2466023;4620282.00;108;289500;5044500;2;;23.81;1;10;1;1;2;1500;4;11;AC;1;;;;;;;;;462;2466023;4620415.05;119;284500;5038500;462;2466023;4620282.00;108;289500;5044500
4961;1112016;1;20.73;1;4;462;2466023;4620273.00;108;293500;5047500;1;1;22.17;2;10;3;1;1;700;2;4;TC;3;4;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620051.00;101;300500;5041500
4962;1112016;;20.73;1;4;462;2466023;4620273.00;108;293500;5047500;1;;22.17;2;10;3;1;2;1300;4;1;TC;4;3;;;;;;;;462;2466023;4620051.00;101;300500;5041500;462;2466023;4620610.01;118;296500;5052500
4963;1112016;;20.73;1;4;462;2466023;4620273.00;108;293500;5047500;1;;22.17;2;10;3;1;3;2100;6;11;AP;2;;;;;;;;;462;2466023;4620610.01;118;296500;5052500;462;2466023;4620273.00;108;293500;5047500
4964;1112016;;20.73;1;4;462;2466023;4620273.00;108;293500;5047500;2;1;19.94;1;10;1;1;1;2040;6;10;AC;1;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620610.01;118;296500;5052500
4965;1112016;;20.73;1;4;462;2466023;4620273.00;108;293500;5047500;2;;19.94;1;10;1;1;2;2100;6;11;AC;1;;;;;;;;;462;2466023;4620610.01;118;296500;5052500;462;2466023;4620273.00;108;293500;5047500
4966;1112016;;20.73;1;4;462;2466023;4620273.00;108;293500;5047500;3;1;21.17;2;3;3;5;1;700;2;4;TC;3;4;4;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620116.00;105;295500;5039500
4967;1112016;;20.73;1;4;462;2466023;4620273.00;108;293500;5047500;3;;21.17;2;3;3;5;2;1600;5;11;TC;4;4;3;;;;;;;462;2466023;4620116.00;105;295500;5039500;462;2466023;4620273.00;108;293500;5047500
4968;1112125;1;27.59;0;2;462;2466023;4620272.00;108;293500;5047500;1;1;29.51;2;10;1;2;1;530;1;1;TC;3;3;;;;;;;;462;2466023;4620272.00;108;293500;5047500;462;2466023;4620415.06;119;289500;5037500
4969;1112125;;27.59;0;2;462;2466023;4620272.00;108;293500;5047500;1;;29.51;2;10;1;2;2;1500;4;11;TC;3;3;;;;;;;;462;2466023;4620415.06;119;289500;5037500;462;2466023;4620272.00;108;293500;5047500
4970;1112125;;27.59;0;2;462;2466023;4620272.00;108;293500;5047500;2;1;26.54;1;10;1;2;1;615;2;1;TC;3;4;;;;;;;;462;2466023;4620272.00;108;293500;5047500;462;2466023;4620127.01;105;295500;5039500
4971;1112125;;27.59;0;2;462;2466023;4620272.00;108;293500;5047500;2;;26.54;1;10;1;2;2;1500;4;11;TC;4;3;;;;;;;;462;2466023;4620127.01;105;295500;5039500;462;2466023;4620272.00;108;293500;5047500
4972;1112214;1;30.38;0;1;462;2466023;4620265.00;108;293500;5045500;1;1;33.5;1;8;2;1;1;800;2;8;TC;3;;;;;;;;;462;2466023;4620265.00;108;293500;5045500;462;2466023;4620278.00;108;291500;5046500
4973;1112214;;30.38;0;1;462;2466023;4620265.00;108;293500;5045500;1;;33.5;1;8;2;1;2;930;3;1;TC;4;;;;;;;;;462;2466023;4620278.00;108;291500;5046500;462;2466023;4620069.00;101;299500;5039500
4974;1112214;;30.38;0;1;462;2466023;4620265.00;108;293500;5045500;1;;33.5;1;8;2;1;3;1600;5;11;TC;4;;;;;;;;;462;2466023;4620069.00;101;299500;5039500;462;2466023;4620265.00;108;293500;5045500
4975;1112331;1;21.51;0;2;462;2466023;4620275.00;108;293500;5049500;1;1;23;2;10;5;2;1;1400;4;2;TC;3;;;;;;;;;462;2466023;4620275.00;108;293500;5049500;462;2466023;4620610.07;118;295500;5054500
4976;1112331;;21.51;0;2;462;2466023;4620275.00;108;293500;5049500;1;;23;2;10;5;2;2;1500;4;11;TC;3;;;;;;;;;462;2466023;4620610.07;118;295500;5054500;462;2466023;4620275.00;108;293500;5049500
4977;1112331;;21.51;0;2;462;2466023;4620275.00;108;293500;5049500;2;1;21.75;2;9;7;2;1;1600;5;5;TC;3;;;;;;;;;462;2466023;4620275.00;108;293500;5049500;462;2466023;4620611.02;118;295500;5051500
4978;1112331;;21.51;0;2;462;2466023;4620275.00;108;293500;5049500;2;;21.75;2;9;7;2;2;1930;6;11;TC;3;;;;;;;;;462;2466023;4620611.02;118;295500;5051500;462;2466023;4620275.00;108;293500;5049500
4979;1112382;1;29.18;1;1;462;2466023;4620275.00;108;293500;5049500;1;1;23.66;1;14;4;1;1;1000;3;5;MV;14;;;;;;;;;462;2466023;4620275.00;108;293500;5049500;462;2466023;4620275.00;108;293500;5049500
4980;1112382;;29.18;1;1;462;2466023;4620275.00;108;293500;5049500;1;;23.66;1;14;4;1;2;1001;3;11;MV;14;;;;;;;;;462;2466023;4620275.00;108;293500;5049500;462;2466023;4620275.00;108;293500;5049500
4981;1112388;1;24.05;2;4;462;2466023;4620278.00;108;292500;5046500;1;1;24.11;1;11;1;1;1;1000;3;1;AC;1;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2474005;4620734.01;651;263500;5060500
4982;1112388;;24.05;2;4;462;2466023;4620278.00;108;292500;5046500;1;;24.11;1;11;1;1;2;1900;6;11;AC;1;;;;;;;;;462;2474005;4620734.01;651;263500;5060500;462;2466023;4620278.00;108;292500;5046500
4983;1112388;;24.05;2;4;462;2466023;4620278.00;108;292500;5046500;2;1;22.01;2;11;1;1;1;730;2;1;AC;1;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620062.00;101;299500;5040500
4984;1112388;;24.05;2;4;462;2466023;4620278.00;108;292500;5046500;2;;22.01;2;11;1;1;2;1800;5;11;AC;1;;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620278.00;108;292500;5046500
4985;1112388;;24.05;2;4;462;2466023;4620278.00;108;292500;5046500;3;1;28.19;2;5;3;1;1;800;2;4;TC;4;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620051.00;101;299500;5041500
4986;1112388;;24.05;2;4;462;2466023;4620278.00;108;292500;5046500;3;;28.19;2;5;3;1;2;1600;5;11;TC;4;;;;;;;;;462;2466023;4620051.00;101;299500;5041500;462;2466023;4620278.00;108;292500;5046500
4987;1112388;;24.05;2;4;462;2466023;4620278.00;108;292500;5046500;4;1;24.69;1;4;3;2;1;630;2;4;MV;14;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620264.02;108;294500;5045500
4988;1112388;;24.05;2;4;462;2466023;4620278.00;108;292500;5046500;4;;24.69;1;4;3;2;2;1900;6;11;MV;14;;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2466023;4620278.00;108;292500;5046500
4989;1112620;1;20.75;1;1;462;2466023;4620287.02;108;287500;5043500;1;1;18.99;2;11;1;1;1;1700;5;7;AC;1;;;;;;;;;462;2466023;4620287.02;108;287500;5043500;462;2466023;4620206.00;110;297500;5045500
4990;1112620;;20.75;1;1;462;2466023;4620287.02;108;287500;5043500;1;;18.99;2;11;1;1;2;2030;6;6;AP;2;;;;;;;;;462;2466023;4620206.00;110;297500;5045500;462;2466023;4620218.00;107;295500;5043500
4991;1112620;;20.75;1;1;462;2466023;4620287.02;108;287500;5043500;1;;18.99;2;11;1;1;3;2330;6;12;AP;2;;;;;;;;;462;2466023;4620218.00;107;295500;5043500;462;2466023;4620206.00;110;297500;5045500
4992;1112620;;20.75;1;1;462;2466023;4620287.02;108;287500;5043500;1;;18.99;2;11;1;1;4;2400;7;11;AC;1;;;;;;;;;462;2466023;4620206.00;110;297500;5045500;462;2466023;4620287.02;108;287500;5043500
4993;1112642;1;38.97;1;1;462;2466023;4620279.00;108;291500;5046500;1;1;37.48;1;10;1;1;1;700;2;1;MV;13;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620306.00;127;299500;5035500
4994;1112642;;38.97;1;1;462;2466023;4620279.00;108;291500;5046500;1;;37.48;1;10;1;1;2;1800;5;11;MV;13;;;;;;;;;462;2466023;4620306.00;127;299500;5035500;462;2466023;4620279.00;108;291500;5046500
4995;1112645;1;26.25;2;3;462;2466023;4620273.00;108;293500;5047500;1;1;27.61;2;7;1;1;1;1600;5;10;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620273.00;108;293500;5047500
4996;1112645;;26.25;2;3;462;2466023;4620273.00;108;293500;5047500;1;;27.61;2;7;1;1;2;1615;5;11;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620273.00;108;293500;5047500
4997;1112645;;26.25;2;3;462;2466023;4620273.00;108;293500;5047500;2;1;30.94;1;7;1;1;1;830;2;9;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620273.00;108;293500;5047500
4998;1112645;;26.25;2;3;462;2466023;4620273.00;108;293500;5047500;2;;30.94;1;7;1;1;2;835;2;11;MV;14;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620273.00;108;293500;5047500
4999;1112645;;26.25;2;3;462;2466023;4620273.00;108;293500;5047500;2;;30.94;1;7;1;1;3;840;2;1;AC;1;;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620143.00;106;299500;5042500
5000;1112645;;26.25;2;3;462;2466023;4620273.00;108;293500;5047500;2;;30.94;1;7;1;1;4;1700;5;11;AC;1;;;;;;;;;462;2466023;4620143.00;106;299500;5042500;462;2466023;4620273.00;108;293500;5047500
5001;1112648;1;26.87;3;3;462;2466023;4620287.02;108;286500;5042500;1;1;26.41;2;12;7;1;1;1300;4;12;AC;1;;;;;;;;;462;2466023;4620287.02;108;286500;5042500;462;2466072;4620404.00;120;293500;5043500
5002;1112648;;26.87;3;3;462;2466023;4620287.02;108;286500;5042500;1;;26.41;2;12;7;1;2;1445;4;12;AC;1;;;;;;;;;462;2466072;4620404.00;120;293500;5043500;462;2465005;4620643.03;403;284500;5047500
5003;1112648;;26.87;3;3;462;2466023;4620287.02;108;286500;5042500;1;;26.41;2;12;7;1;3;1545;5;11;AC;1;;;;;;;;;462;2465005;4620643.03;403;284500;5047500;462;2466023;4620287.02;108;286500;5042500
5004;1112648;;26.87;3;3;462;2466023;4620287.02;108;286500;5042500;2;1;28.48;1;12;1;1;1;700;2;1;AC;1;;;;;;;;;462;2466023;4620287.02;108;286500;5042500;462;2466023;4620128.00;105;298500;5040500
5005;1112648;;26.87;3;3;462;2466023;4620287.02;108;286500;5042500;2;;28.48;1;12;1;1;2;1630;5;11;AC;1;;;;;;;;;462;2466023;4620128.00;105;298500;5040500;462;2466023;4620287.02;108;286500;5042500
5006;1112648;;26.87;3;3;462;2466023;4620287.02;108;286500;5042500;3;1;31.67;1;7;1;1;1;800;2;1;AC;1;;;;;;;;;462;2466023;4620287.02;108;286500;5042500;462;2466023;4620415.06;119;287500;5038500
5007;1112648;;26.87;3;3;462;2466023;4620287.02;108;286500;5042500;3;;31.67;1;7;1;1;2;1800;5;11;AC;1;;;;;;;;;462;2466023;4620415.06;119;287500;5038500;462;2466023;4620287.02;108;286500;5042500
5008;1112651;1;27.59;0;2;462;2466023;4620266.00;108;293500;5045500;1;1;28.24;2;8;2;2;1;1500;4;1;TC;4;3;;;;;;;;462;2466023;4620266.00;108;293500;5045500;462;2466023;4620277.00;108;292500;5047500
5009;1112651;;27.59;0;2;462;2466023;4620266.00;108;293500;5045500;1;;28.24;2;8;2;2;2;2100;6;11;TC;3;4;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620266.00;108;293500;5045500
5010;1112651;;27.59;0;2;462;2466023;4620266.00;108;293500;5045500;2;1;39.19;1;6;3;2;1;800;2;4;TC;4;;;;;;;;;462;2466023;4620266.00;108;293500;5045500;462;2466023;4620059.00;101;299500;5041500
5011;1112651;;27.59;0;2;462;2466023;4620266.00;108;293500;5045500;2;;39.19;1;6;3;2;2;1530;5;11;TC;4;;;;;;;;;462;2466023;4620059.00;101;299500;5041500;462;2466023;4620266.00;108;293500;5045500
5012;1112854;1;29.18;0;1;462;2466023;4620271.00;108;292500;5046500;1;1;22.02;2;14;4;1;1;1100;3;8;AJ;15;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620285.00;108;288500;5043500
5013;1112854;;29.18;0;1;462;2466023;4620271.00;108;292500;5046500;1;;22.02;2;14;4;1;2;1600;5;11;AJ;15;;;;;;;;;462;2466023;4620285.00;108;288500;5043500;462;2466023;4620271.00;108;292500;5046500
5014;1112943;1;30.93;1;1;462;2466023;4620264.01;108;294500;5046500;1;1;31.22;1;16;4;1;1;400;1;11;AC;1;;;;;;;;;0;0;;999;0500;0500;462;2466023;4620264.01;108;294500;5046500
5015;1113015;1;19.2;1;5;462;2466023;4620273.00;108;293500;5047500;1;1;20.53;2;10;1;1;1;630;2;1;TC;3;4;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620062.00;101;299500;5040500
5016;1113015;;19.2;1;5;462;2466023;4620273.00;108;293500;5047500;1;;20.53;2;10;1;1;2;1600;5;11;TC;4;3;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620273.00;108;293500;5047500
5017;1113015;;19.2;1;5;462;2466023;4620273.00;108;293500;5047500;2;1;19.71;1;4;3;2;1;1100;3;4;TC;3;4;4;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620065.02;102;297500;5038500
5018;1113015;;19.2;1;5;462;2466023;4620273.00;108;293500;5047500;2;;19.71;1;4;3;2;2;1600;5;11;TC;4;4;3;;;;;;;462;2466023;4620065.02;102;297500;5038500;462;2466023;4620273.00;108;293500;5047500
5019;1113015;;19.2;1;5;462;2466023;4620273.00;108;293500;5047500;3;1;20.16;1;5;3;1;1;1000;3;4;TC;3;4;4;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620065.01;102;298500;5039500
5020;1113015;;19.2;1;5;462;2466023;4620273.00;108;293500;5047500;3;;20.16;1;5;3;1;2;1500;4;11;TC;4;4;3;;;;;;;462;2466023;4620065.01;102;298500;5039500;462;2466023;4620273.00;108;293500;5047500
5021;1113015;;19.2;1;5;462;2466023;4620273.00;108;293500;5047500;4;1;27.27;1;6;1;1;1;630;2;1;TC;3;4;;;;;;;;462;2466023;4620273.00;108;293500;5047500;462;2466023;4620062.00;101;299500;5040500
5022;1113015;;19.2;1;5;462;2466023;4620273.00;108;293500;5047500;4;;27.27;1;6;1;1;2;1600;5;5;TC;4;3;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620264.02;108;295500;5046500
5023;1113015;;19.2;1;5;462;2466023;4620273.00;108;293500;5047500;4;;27.27;1;6;1;1;3;1700;5;11;TC;3;3;;;;;;;;462;2466023;4620264.02;108;295500;5046500;462;2466023;4620273.00;108;293500;5047500
5024;1113113;1;18.17;1;2;462;2466023;4620276.00;108;292500;5048500;1;1;13.71;2;14;4;1;1;1600;5;10;AP;2;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620276.00;108;292500;5047500
5025;1113113;;18.17;1;2;462;2466023;4620276.00;108;292500;5048500;1;;13.71;2;14;4;1;2;1630;5;11;AP;2;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620276.00;108;292500;5048500
5026;1113113;;18.17;1;2;462;2466023;4620276.00;108;292500;5048500;2;1;14.73;1;14;4;1;1;1600;5;10;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620276.00;108;292500;5047500
5027;1113113;;18.17;1;2;462;2466023;4620276.00;108;292500;5048500;2;;14.73;1;14;4;1;2;1630;5;11;AC;1;;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620276.00;108;292500;5048500
