D_IPERE;M_NUMERO;M_DEBUT;M_FEXP;M_AUTO;M_PERS;M_DOMRMR;M_DOMSDR;M_DOMSR;M_DOMSM;M_DOMXCOOR;M_DOMYCOOR;P_RANG;P_DEBUT;P_FEXP;P_SEXE;P_GRAGE;P_STATUT;P_PERMIS;P_DEPLAC;D_HREDE;D_GRHRE;D_MOTIF;D_MODE;D_MODE1;D_MODE2;D_MODE3;D_MODE4;D_MODE5;D_MODE6;D_MODE7;D_MODE8;D_MODE9;D_ORIRMR;D_ORISDR;D_ORISR;D_ORISM;D_ORIXCOOR;D_ORIYCOOR;D_DESRMR;D_DESSDR;D_DESSR;D_DESSM;D_DESTXCOOR;D_DESTYCOOR
562;1012969;;17.07;1;2;462;2466023;4620270.00;108;292500;5045500;2;;15.6;1;13;1;1;2;1445;4;11;AC;1;;;;;;;;;462;2466023;4620268.03;108;293500;5043500;462;2466023;4620270.00;108;292500;5045500
563;1012978;1;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;1;1;14.39;1;14;2;1;1;830;2;5;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620268.03;108;293500;5043500
564;1012978;;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;1;;14.39;1;14;2;1;2;845;2;5;AC;1;;;;;;;;;462;2466023;4620268.03;108;293500;5043500;462;2466023;4620268.03;108;292500;5043500
565;1012978;;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;1;;14.39;1;14;2;1;3;855;2;5;AC;1;;;;;;;;;462;2466023;4620268.03;108;292500;5043500;462;2466023;4620268.03;108;293500;5043500
566;1012978;;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;1;;14.39;1;14;2;1;4;910;3;11;AC;1;;;;;;;;;462;2466023;4620268.03;108;293500;5043500;462;2466023;4620270.00;108;292500;5045500
567;1012978;;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;1;;14.39;1;14;2;1;5;930;3;5;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620280.00;108;291500;5044500
568;1012978;;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;1;;14.39;1;14;2;1;6;950;3;11;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5044500;462;2466023;4620270.00;108;292500;5045500
569;1012978;;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;1;;14.39;1;14;2;1;7;1230;4;7;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;0;0;;999;0500;0500
570;1012978;;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;1;;14.39;1;14;2;1;8;1830;6;11;AC;1;;;;;;;;;0;0;;999;0500;0500;462;2466023;4620270.00;108;292500;5045500
571;1012978;;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;2;1;13.39;2;14;4;1;1;1230;4;7;AP;2;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;0;0;;999;0500;0500
572;1012978;;17.75;2;2;462;2466023;4620270.00;108;292500;5045500;2;;13.39;2;14;4;1;2;1830;6;11;AP;2;;;;;;;;;0;0;;999;0500;0500;462;2466023;4620270.00;108;292500;5045500
573;1013477;1;28.5;0;1;462;2466023;4620270.00;108;292500;5045500;1;1;21.5;2;14;4;2;1;1300;4;5;TC;3;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620270.00;108;292500;5045500
574;1013477;;28.5;0;1;462;2466023;4620270.00;108;292500;5045500;1;;21.5;2;14;4;2;2;1430;4;11;TC;3;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620270.00;108;292500;5045500
575;1013584;1;26.61;1;1;462;2466023;4620271.00;108;292500;5046500;1;1;24.32;1;13;1;1;1;700;2;1;PR;1;17;4;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620070.00;102;300500;5039500
576;1013584;;26.61;1;1;462;2466023;4620271.00;108;292500;5046500;1;;24.32;1;13;1;1;2;1615;5;11;PR;4;17;1;;;;;;;462;2466023;4620070.00;102;300500;5039500;462;2466023;4620271.00;108;292500;5046500
577;1013974;1;17.07;1;2;462;2466023;4620280.00;108;291500;5044500;1;1;13.84;1;14;4;1;1;2000;6;6;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5044500;462;2466023;4620280.00;108;291500;5045500
578;1013974;;17.07;1;2;462;2466023;4620280.00;108;291500;5044500;1;;13.84;1;14;4;1;2;2130;6;11;AC;1;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620280.00;108;291500;5044500
579;1013974;;17.07;1;2;462;2466023;4620280.00;108;291500;5044500;2;1;16.4;2;13;4;1;1;2000;6;6;AP;2;;;;;;;;;462;2466023;4620280.00;108;291500;5044500;462;2466023;4620280.00;108;291500;5045500
580;1013974;;17.07;1;2;462;2466023;4620280.00;108;291500;5044500;2;;16.4;2;13;4;1;2;2130;6;11;AP;2;;;;;;;;;462;2466023;4620280.00;108;291500;5045500;462;2466023;4620280.00;108;291500;5044500
581;1013995;1;38.06;1;1;462;2466023;4620264.02;108;294500;5046500;1;1;41.97;1;8;1;1;1;900;3;1;TC;3;4;;;;;;;;462;2466023;4620264.02;108;294500;5046500;462;2466023;4620126.00;105;295500;5040500
582;1013995;;38.06;1;1;462;2466023;4620264.02;108;294500;5046500;1;;41.97;1;8;1;1;2;1715;5;11;TC;4;3;;;;;;;;462;2466023;4620126.00;105;295500;5040500;462;2466023;4620264.02;108;294500;5046500
583;1014077;1;38.97;1;1;462;2466023;4620270.00;108;292500;5045500;1;1;42.98;1;8;1;1;1;1030;3;1;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2465005;4620642.00;406;285500;5049500
584;1014077;;38.97;1;1;462;2466023;4620270.00;108;292500;5045500;1;;42.98;1;8;1;1;2;2030;6;11;AC;1;;;;;;;;;462;2465005;4620642.00;406;285500;5049500;462;2466023;4620270.00;108;292500;5045500
585;1014218;1;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;1;1;24.43;1;10;1;1;1;800;2;9;AC;1;;;;;;;;;462;2466023;4620287.01;108;287500;5043500;462;2465005;4620658.03;404;280500;5049500
586;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;1;;24.43;1;10;1;1;2;821;2;3;AC;1;;;;;;;;;462;2465005;4620658.03;404;280500;5049500;462;2465005;4620658.03;404;280500;5049500
587;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;1;;24.43;1;10;1;1;3;1630;5;11;AC;1;;;;;;;;;462;2465005;4620658.03;404;280500;5049500;462;2466023;4620287.01;108;287500;5043500
588;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;2;1;27.16;2;10;1;1;1;1100;3;5;AC;1;;;;;;;;;462;2466023;4620287.01;108;287500;5043500;462;2465005;4620641.01;406;287500;5046500
589;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;2;;27.16;2;10;1;1;2;1200;4;5;AC;1;;;;;;;;;462;2465005;4620641.01;406;287500;5046500;462;2465005;4620642.00;406;286500;5047500
590;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;2;;27.16;2;10;1;1;3;1300;4;11;AC;1;;;;;;;;;462;2465005;4620642.00;406;286500;5047500;462;2466023;4620287.01;108;287500;5043500
591;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;3;1;24.52;2;4;3;1;1;1300;4;4;TC;3;4;;;;;;;;462;2466023;4620287.01;108;287500;5043500;462;2466023;4620264.02;108;294500;5045500
592;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;3;;24.52;2;4;3;1;2;1800;5;11;TC;4;3;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2466023;4620287.01;108;287500;5043500
593;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;4;1;26.68;1;5;3;1;1;1130;3;4;PR;1;17;8;;;;;;;462;2466023;4620287.01;108;287500;5043500;462;2466023;4620069.00;101;299500;5039500
594;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;4;;26.68;1;5;3;1;2;2130;6;11;PR;8;17;1;;;;;;;462;2466023;4620069.00;101;299500;5039500;462;2466023;4620287.01;108;287500;5043500
595;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;5;1;25.94;2;3;3;5;1;800;2;4;AP;2;;;;;;;;;462;2466023;4620287.01;108;287500;5043500;462;2465005;4620658.03;404;280500;5049500
596;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;5;;25.94;2;3;3;5;2;1630;5;11;AP;2;;;;;;;;;462;2465005;4620658.03;404;280500;5049500;462;2466023;4620287.01;108;287500;5043500
597;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;6;1;24.52;2;4;3;2;1;900;3;4;AJ;9;;;;;;;;;462;2466023;4620287.01;108;287500;5043500;462;2465005;4620659.11;404;282500;5051500
598;1014218;;25.4;4;6;462;2466023;4620287.01;108;287500;5043500;6;;24.52;2;4;3;2;2;1600;5;11;AJ;9;;;;;;;;;462;2465005;4620659.11;404;282500;5051500;462;2466023;4620287.01;108;287500;5043500
599;1014365;1;16.18;1;2;462;2466023;4620276.00;108;292500;5047500;1;1;15.9;2;12;1;1;1;700;2;1;TC;3;4;;;;;;;;462;2466023;4620276.00;108;292500;5047500;462;2466023;4620056.00;101;299500;5040500
600;1014365;;16.18;1;2;462;2466023;4620276.00;108;292500;5047500;1;;15.9;2;12;1;1;2;1700;5;11;TC;4;3;;;;;;;;462;2466023;4620056.00;101;299500;5040500;462;2466023;4620276.00;108;292500;5047500
601;1014413;1;20.95;1;3;462;2466023;4620270.00;108;292500;5045500;1;1;26.19;1;9;1;1;1;730;2;1;TC;4;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620055.01;102;300500;5040500
602;1014413;;20.95;1;3;462;2466023;4620270.00;108;292500;5045500;1;;26.19;1;9;1;1;2;1545;5;10;TC;4;;;;;;;;;462;2466023;4620055.01;102;300500;5040500;462;2466023;4620279.00;108;291500;5046500
603;1014413;;20.95;1;3;462;2466023;4620270.00;108;292500;5045500;1;;26.19;1;9;1;1;3;1630;5;11;TC;4;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620270.00;108;292500;5045500
604;1014413;;20.95;1;3;462;2466023;4620270.00;108;292500;5045500;1;;26.19;1;9;1;1;4;1800;5;5;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620279.00;108;291500;5045500
605;1014413;;20.95;1;3;462;2466023;4620270.00;108;292500;5045500;1;;26.19;1;9;1;1;5;1900;6;11;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5045500;462;2466023;4620270.00;108;292500;5045500
606;1014413;;20.95;1;3;462;2466023;4620270.00;108;292500;5045500;2;1;22.04;2;7;1;1;1;800;2;9;AC;1;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620279.00;108;291500;5046500
607;1014413;;20.95;1;3;462;2466023;4620270.00;108;292500;5045500;2;;22.04;2;7;1;1;2;830;2;11;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620270.00;108;292500;5045500
608;1014413;;20.95;1;3;462;2466023;4620270.00;108;292500;5045500;2;;22.04;2;7;1;1;3;845;2;1;TC;4;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620055.01;102;300500;5040500
609;1014413;;20.95;1;3;462;2466023;4620270.00;108;292500;5045500;2;;22.04;2;7;1;1;4;1700;5;11;TC;4;;;;;;;;;462;2466023;4620055.01;102;300500;5040500;462;2466023;4620270.00;108;292500;5045500
610;1014523;1;41.31;2;1;462;2466023;4620285.00;108;288500;5043500;1;1;48.69;1;7;1;1;1;800;2;1;TC;8;;;;;;;;;462;2466023;4620285.00;108;288500;5043500;462;2466023;4620062.00;101;299500;5040500
611;1014523;;41.31;2;1;462;2466023;4620285.00;108;288500;5043500;1;;48.69;1;7;1;1;2;1910;6;11;TC;8;;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620285.00;108;288500;5043500
612;1014554;1;27.45;0;1;462;2466023;4620270.00;108;292500;5045500;1;1;27.52;1;11;7;2;1;1600;5;5;TC;3;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620240.00;107;295500;5045500
613;1014554;;27.45;0;1;462;2466023;4620270.00;108;292500;5045500;1;;27.52;1;11;7;2;2;1700;5;12;TC;3;;;;;;;;;462;2466023;4620240.00;107;295500;5045500;462;2466023;4620048.00;111;300500;5043500
614;1014554;;27.45;0;1;462;2466023;4620270.00;108;292500;5045500;1;;27.52;1;11;7;2;3;2100;6;11;TC;3;3;;;;;;;;462;2466023;4620048.00;111;300500;5043500;462;2466023;4620270.00;108;292500;5045500
615;1014619;1;17.07;0;2;462;2466023;4620278.00;108;292500;5047500;1;1;16.4;2;13;4;1;1;1000;3;6;MV;14;;;;;;;;;462;2466023;4620278.00;108;292500;5047500;462;2466023;4620278.00;108;292500;5046500
616;1014619;;17.07;0;2;462;2466023;4620278.00;108;292500;5047500;1;;16.4;2;13;4;1;2;1130;3;7;MV;14;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620270.00;108;292500;5046500
617;1014619;;17.07;0;2;462;2466023;4620278.00;108;292500;5047500;1;;16.4;2;13;4;1;3;1400;4;11;MV;14;;;;;;;;;462;2466023;4620270.00;108;292500;5046500;462;2466023;4620278.00;108;292500;5047500
618;1014619;;17.07;0;2;462;2466023;4620278.00;108;292500;5047500;2;1;17.23;1;15;4;1;1;915;3;6;MV;14;;;;;;;;;462;2466023;4620278.00;108;292500;5047500;462;2466023;4620278.00;108;292500;5046500
619;1014619;;17.07;0;2;462;2466023;4620278.00;108;292500;5047500;2;;17.23;1;15;4;1;2;1130;3;7;MV;14;;;;;;;;;462;2466023;4620278.00;108;292500;5046500;462;2466023;4620270.00;108;292500;5046500
620;1014619;;17.07;0;2;462;2466023;4620278.00;108;292500;5047500;2;;17.23;1;15;4;1;3;1400;4;11;MV;14;;;;;;;;;462;2466023;4620270.00;108;292500;5046500;462;2466023;4620278.00;108;292500;5047500
621;1014697;1;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;1;1;18.25;1;8;1;1;1;1000;3;1;AC;1;;;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620062.00;101;299500;5040500
622;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;1;;18.25;1;8;1;1;2;1520;4;1;AC;1;;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620410.02;119;291500;5041500
623;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;1;;18.25;1;8;1;1;3;1610;5;11;AC;1;;;;;;;;;462;2466023;4620410.02;119;291500;5041500;462;2466023;4620272.00;108;292500;5047500
624;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;1;;18.25;1;8;1;1;4;1710;5;6;TC;3;4;4;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620030.00;111;300500;5045500
625;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;1;;18.25;1;8;1;1;5;1930;6;11;TC;4;4;3;;;;;;;462;2466023;4620030.00;111;300500;5045500;462;2466023;4620272.00;108;292500;5047500
626;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;3;1;17.21;1;2;3;5;1;800;2;4;MV;14;;;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620271.00;108;292500;5046500
627;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;3;;17.21;1;2;3;5;2;1140;3;11;MV;14;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620272.00;108;292500;5047500
628;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;3;;17.21;1;2;3;5;3;1310;4;4;MV;14;;;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620271.00;108;292500;5046500
629;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;3;;17.21;1;2;3;5;4;1535;5;11;MV;14;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620272.00;108;292500;5047500
630;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;3;;17.21;1;2;3;5;5;1710;5;6;TC;3;4;4;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620030.00;111;300500;5045500
631;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;3;;17.21;1;2;3;5;6;1930;6;11;TC;4;4;3;;;;;;;462;2466023;4620030.00;111;300500;5045500;462;2466023;4620272.00;108;292500;5047500
632;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;4;1;17.21;1;2;3;5;1;800;2;4;MV;14;;;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620271.00;108;292500;5046500
633;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;4;;17.21;1;2;3;5;2;1140;3;11;MV;14;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620272.00;108;292500;5047500
634;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;4;;17.21;1;2;3;5;3;1310;4;4;MV;14;;;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620271.00;108;292500;5046500
635;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;4;;17.21;1;2;3;5;4;1535;5;11;MV;14;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620272.00;108;292500;5047500
636;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;4;;17.21;1;2;3;5;5;1710;5;6;TC;3;4;4;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620030.00;111;300500;5045500
637;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;4;;17.21;1;2;3;5;6;1930;6;11;TC;4;4;3;;;;;;;462;2466023;4620030.00;111;300500;5045500;462;2466023;4620272.00;108;292500;5047500
638;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;5;1;17.21;1;2;3;5;1;800;2;4;MV;14;;;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620271.00;108;292500;5046500
639;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;5;;17.21;1;2;3;5;2;1140;3;11;MV;14;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620272.00;108;292500;5047500
640;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;5;;17.21;1;2;3;5;3;1310;4;4;MV;14;;;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620271.00;108;292500;5046500
641;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;5;;17.21;1;2;3;5;4;1535;5;11;MV;14;;;;;;;;;462;2466023;4620271.00;108;292500;5046500;462;2466023;4620272.00;108;292500;5047500
642;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;5;;17.21;1;2;3;5;5;1710;5;6;TC;3;4;4;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620030.00;111;300500;5045500
643;1014697;;16.55;1;6;462;2466023;4620272.00;108;292500;5047500;5;;17.21;1;2;3;5;6;1930;6;11;TC;4;4;3;;;;;;;462;2466023;4620030.00;111;300500;5045500;462;2466023;4620272.00;108;292500;5047500
644;1014923;1;14.17;0;2;462;2466023;4620264.01;108;293500;5046500;1;1;14.3;1;16;4;2;1;1815;5;5;AP;2;;;;;;;;;462;2466023;4620264.01;108;293500;5046500;462;2466023;4620264.01;108;294500;5046500
645;1014923;;14.17;0;2;462;2466023;4620264.01;108;293500;5046500;1;;14.3;1;16;4;2;2;1910;6;11;AP;2;;;;;;;;;462;2466023;4620264.01;108;294500;5046500;462;2466023;4620264.01;108;293500;5046500
646;1014924;1;19.3;1;3;462;2466023;4620264.02;108;294500;5046500;1;1;18.63;2;4;3;2;1;745;2;4;TC;3;;;;;;;;;462;2466023;4620264.02;108;294500;5046500;462;2466023;4620264.02;108;294500;5045500
647;1014924;;19.3;1;3;462;2466023;4620264.02;108;294500;5046500;1;;18.63;2;4;3;2;2;1530;5;5;AP;2;;;;;;;;;462;2466023;4620264.02;108;294500;5045500;462;2465005;4620643.02;403;285500;5047500
648;1014924;;19.3;1;3;462;2466023;4620264.02;108;294500;5046500;1;;18.63;2;4;3;2;3;2045;6;11;KR;2;17;4;;;;;;;462;2465005;4620643.02;403;285500;5047500;462;2466023;4620264.02;108;294500;5046500
649;1014924;;19.3;1;3;462;2466023;4620264.02;108;294500;5046500;2;1;18.56;1;10;1;1;1;700;2;1;TC;4;;;;;;;;;462;2466023;4620264.02;108;294500;5046500;462;2466023;4620062.00;101;299500;5040500
650;1014924;;19.3;1;3;462;2466023;4620264.02;108;294500;5046500;2;;18.56;1;10;1;1;2;1715;5;11;TC;4;;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620264.02;108;294500;5046500
651;1014924;;19.3;1;3;462;2466023;4620264.02;108;294500;5046500;3;1;19.51;2;9;1;1;1;730;2;1;AC;1;;;;;;;;;462;2466023;4620264.02;108;294500;5046500;462;2466023;4620256.00;109;295500;5046500
652;1014924;;19.3;1;3;462;2466023;4620264.02;108;294500;5046500;3;;19.51;2;9;1;1;2;1700;5;11;AC;1;;;;;;;;;462;2466023;4620256.00;109;295500;5046500;462;2466023;4620264.02;108;294500;5046500
653;1014974;1;20.75;0;1;462;2466023;4620264.01;108;293500;5046500;1;1;18.99;2;11;1;2;1;925;3;1;TC;3;;;;;;;;;462;2466023;4620264.01;108;293500;5046500;462;2466023;4620266.00;108;294500;5045500
654;1014974;;20.75;0;1;462;2466023;4620264.01;108;293500;5046500;1;;18.99;2;11;1;2;2;1800;5;11;MV;14;;;;;;;;;462;2466023;4620266.00;108;294500;5045500;462;2466023;4620264.01;108;293500;5046500
655;1015003;1;14.43;1;4;462;2466023;4620279.00;108;291500;5046500;1;1;13.88;1;10;1;1;1;800;2;1;MV;13;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620062.00;101;299500;5040500
656;1015003;;14.43;1;4;462;2466023;4620279.00;108;291500;5046500;1;;13.88;1;10;1;1;2;1700;5;11;MV;13;;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620279.00;108;291500;5046500
657;1015003;;14.43;1;4;462;2466023;4620279.00;108;291500;5046500;2;1;13.21;2;11;1;1;1;800;2;1;MV;13;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620070.00;102;300500;5039500
658;1015003;;14.43;1;4;462;2466023;4620279.00;108;291500;5046500;2;;13.21;2;11;1;1;2;1645;5;11;MV;13;;;;;;;;;462;2466023;4620070.00;102;300500;5039500;462;2466023;4620279.00;108;291500;5046500
659;1015003;;14.43;1;4;462;2466023;4620279.00;108;291500;5046500;3;1;15.29;1;3;3;5;1;830;2;4;MV;14;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620277.00;108;292500;5047500
660;1015003;;14.43;1;4;462;2466023;4620279.00;108;291500;5046500;3;;15.29;1;3;3;5;2;1445;4;11;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620279.00;108;291500;5046500
661;1015003;;14.43;1;4;462;2466023;4620279.00;108;291500;5046500;4;1;14.74;2;3;3;5;1;730;2;4;MV;14;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2466023;4620277.00;108;292500;5047500
662;1015003;;14.43;1;4;462;2466023;4620279.00;108;291500;5046500;4;;14.74;2;3;3;5;2;1445;4;11;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620279.00;108;291500;5046500
663;1015011;1;16.55;1;4;462;2466023;4620270.00;108;292500;5045500;1;1;18.25;1;8;1;1;1;730;2;1;TC;4;4;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620062.00;101;299500;5040500
664;1015011;;16.55;1;4;462;2466023;4620270.00;108;292500;5045500;1;;18.25;1;8;1;1;2;1630;5;11;TC;4;4;;;;;;;;462;2466023;4620062.00;101;299500;5040500;462;2466023;4620270.00;108;292500;5045500
665;1015011;;16.55;1;4;462;2466023;4620270.00;108;292500;5045500;2;1;16.94;2;8;1;1;1;650;2;1;TC;4;3;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620049.00;102;299500;5042500
666;1015011;;16.55;1;4;462;2466023;4620270.00;108;292500;5045500;2;;16.94;2;8;1;1;2;1630;5;11;TC;3;4;;;;;;;;462;2466023;4620049.00;102;299500;5042500;462;2466023;4620270.00;108;292500;5045500
667;1015011;;16.55;1;4;462;2466023;4620270.00;108;292500;5045500;3;1;17.53;1;3;3;5;1;800;2;4;TC;4;4;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620243.00;107;296500;5045500
668;1015011;;16.55;1;4;462;2466023;4620270.00;108;292500;5045500;3;;17.53;1;3;3;5;2;1530;5;11;TC;4;4;;;;;;;;462;2466023;4620243.00;107;296500;5045500;462;2466023;4620270.00;108;292500;5045500
669;1015011;;16.55;1;4;462;2466023;4620270.00;108;292500;5045500;4;1;17.53;1;3;3;5;1;730;2;4;MV;14;;;;;;;;;462;2466023;4620270.00;108;292500;5045500;462;2466023;4620265.00;108;292500;5045500
670;1015011;;16.55;1;4;462;2466023;4620270.00;108;292500;5045500;4;;17.53;1;3;3;5;2;1700;5;11;MV;14;;;;;;;;;462;2466023;4620265.00;108;292500;5045500;462;2466023;4620270.00;108;292500;5045500
671;1015120;1;25.99;1;1;462;2466023;4620279.00;108;291500;5046500;1;1;25.54;2;12;1;1;1;845;2;1;AC;1;;;;;;;;;462;2466023;4620279.00;108;291500;5046500;462;2460013;4620676.02;611;307500;5065500
672;1015120;;25.99;1;1;462;2466023;4620279.00;108;291500;5046500;1;;25.54;2;12;1;1;2;1400;4;2;AC;1;;;;;;;;;462;2460013;4620676.02;611;307500;5065500;462;2466023;4620270.00;108;291500;5045500
673;1015120;;25.99;1;1;462;2466023;4620279.00;108;291500;5046500;1;;25.54;2;12;1;1;3;1630;5;8;AC;1;;;;;;;;;462;2466023;4620270.00;108;291500;5045500;462;2466023;4620168.00;106;297500;5042500
674;1015120;;25.99;1;1;462;2466023;4620279.00;108;291500;5046500;1;;25.54;2;12;1;1;4;1915;6;11;AC;1;;;;;;;;;462;2466023;4620168.00;106;297500;5042500;462;2466023;4620279.00;108;291500;5046500
675;1015159;1;30.38;0;1;462;2466023;4620276.00;108;292500;5048500;1;1;31.96;2;7;5;2;1;2100;6;5;MV;14;;;;;;;;;462;2466023;4620276.00;108;292500;5048500;462;2466023;4620277.00;108;292500;5047500
676;1015159;;30.38;0;1;462;2466023;4620276.00;108;292500;5048500;1;;31.96;2;7;5;2;2;2130;6;11;MV;14;;;;;;;;;462;2466023;4620277.00;108;292500;5047500;462;2466023;4620276.00;108;292500;5048500
677;1015473;1;41.31;1;1;462;2466023;4620284.00;108;289500;5044500;1;1;45.56;1;8;5;1;1;1115;3;6;PR;1;17;4;4;;;;;;462;2466023;4620284.00;108;289500;5044500;462;2466023;4620065.01;102;298500;5039500
678;1015473;;41.31;1;1;462;2466023;4620284.00;108;289500;5044500;1;;45.56;1;8;5;1;2;1430;4;11;PR;4;4;17;1;;;;;;462;2466023;4620065.01;102;298500;5039500;462;2466023;4620284.00;108;289500;5044500
679;1015808;1;22.75;0;1;462;2466023;4620272.00;108;292500;5047500;1;1;24.8;2;16;4;2;1;1445;4;12;TC;3;;;;;;;;;462;2466023;4620272.00;108;292500;5047500;462;2466023;4620273.00;108;293500;5048500
